Año,Mes,Nacionalidad,Femenino,Masculino,Indefinido,Total
2013,Junio,Sri Lanka,1,3,0,4
2013,Junio,Sudáfrica,33,84,0,117
2013,Junio,Suecia,198,298,0,496
2013,Junio,Suiza,338,601,0,939
2013,Junio,Surinam,14,17,0,31
2013,Junio,Taiwán,58,87,0,145
2013,Junio,República de Tayikistán,0,1,0,1
2013,Junio,Tailandia,2,4,0,6
2013,Junio,Territorio Antártico Británico/Territorio Británico de Ultramar,2,2,0,4
2013,Junio,Tanzania,0,2,0,2
2013,Junio,Trinidad y Tobago,30,71,0,101
2013,Junio,Túnez,2,2,0,4
2013,Junio,Turquía,29,98,0,127
2013,Junio,Ucrania,20,19,0,39
2013,Junio,Uganda,0,3,0,3
2013,Junio,Uruguay,397,614,0,1011
2013,Junio,Venezuela,7776,10379,0,18155
2013,Junio,Vietnam,1,1,0,2
2013,Junio,República Árabe de Yemen,0,1,0,1
2013,Junio,Zambia,0,1,0,1
2013,Junio,Zimbabue,0,2,0,2
2013,Junio,Desconocido,0,2,0,2
2013,Julio,Afganistán,0,2,0,2
2013,Julio,Albania,2,2,0,4
2013,Julio,Alemania,1857,2689,0,4546
2013,Julio,Andorra,2,12,0,14
2013,Julio,Angola,1,2,0,3
2013,Julio,Antigua y Barbuda,2,3,0,5
2013,Julio,Países Bajos,1717,2257,0,3974
2013,Julio,Arabia Saudita,3,16,0,19
2013,Julio,Argelia,2,8,0,10
2013,Julio,Argentina,4547,5987,0,10534
2013,Julio,República de Armenia,0,9,0,9
2013,Julio,Aruba,7,3,0,10
2013,Julio,Australia,396,664,0,1060
2013,Julio,Austria,246,337,0,583
2013,Julio,Azerbaiyán,2,14,0,16
2013,Julio,Bahamas,7,12,0,19
2013,Julio,Bangladesh,1,10,0,11
2013,Julio,Barbados,24,21,0,45
2013,Julio,República de Belarús,23,17,0,40
2013,Julio,Bélgica,345,597,0,942
2013,Julio,Belice,18,16,0,34
2013,Julio,Benín,1,0,0,1
2013,Julio,Bermudas/Territorio Británico de Ultramar,1,6,0,7
2013,Julio,Bolivia,406,582,0,988
2013,Julio,Bosnia y Herzegovina,2,7,0,9
2013,Julio,Brasil,3646,5170,0,8816
2013,Julio,Bulgaria,19,20,0,39
2013,Julio,Burkina Faso,2,1,0,3
2013,Julio,Islas Caimán/Territorio Británico de Ultramar,5,3,0,8
2013,Julio,Camboya,0,1,0,1
2013,Julio,Camerún,0,3,0,3
2013,Julio,Canadá,1200,2086,0,3286
2013,Julio,España,2668,5996,0,8664
2013,Julio,República Del Congo,0,2,0,2
2013,Julio,República Democrática del Congo,1,4,0,5
2013,Julio,República de Corea,172,433,0,605
2013,Julio,Costa de Marfil,1,1,0,2
2013,Julio,Costa Rica,1262,1597,0,2859
2013,Julio,Croacia,13,56,0,69
2013,Julio,Cuba,183,347,0,530
2013,Julio,Curazao,4,7,0,11
2013,Julio,República Checa,59,148,0,207
2013,Julio,Chile,4004,4910,0,8914
2013,Julio,China,284,549,0,833
2013,Julio,Chipre,1,18,0,19
2013,Julio,Dinamarca,119,220,0,339
2013,Julio,Dominica,0,4,0,4
2013,Julio,Ecuador,4494,6612,0,11106
2013,Julio,Egipto,11,31,0,42
2013,Julio,El Salvador,598,949,0,1547
2013,Julio,Emiratos Árabes,1,2,0,3
2013,Julio,Eritrea,1,1,0,2
2013,Julio,Eslovaquia,25,38,0,63
2013,Julio,Eslovenia,21,41,0,62
2013,Julio,Estados Unidos de América,14084,22289,0,36373
2013,Julio,Estonia,17,27,0,44
2013,Julio,Etiopia,3,0,0,3
2013,Julio,Filipinas,29,321,0,350
2013,Julio,Finlandia,58,66,0,124
2013,Julio,Francia,1891,3138,0,5029
2013,Julio,Georgia,2,9,0,11
2013,Julio,Ghana,1,1,0,2
2013,Julio,Granada,2,3,0,5
2013,Julio,Grecia,14,80,0,94
2013,Julio,Guatemala,356,808,0,1164
2013,Julio,Guyana,9,16,0,25
2013,Julio,Guinea,0,1,0,1
2013,Julio,Guinea Ecuatorial,2,1,0,3
2013,Julio,Guinea Bissau,0,1,0,1
2013,Julio,Haití,7,20,0,27
2013,Julio,Honduras,241,368,0,609
2013,Julio,Hungría,72,89,0,161
2013,Julio,India,65,346,0,411
2013,Julio,Indonesia,16,45,0,61
2013,Julio,Iraq,0,1,0,1
2013,Julio,Irán,8,44,0,52
2013,Julio,República de Irlanda,153,229,0,382
2013,Julio,Islandia,5,12,0,17
2013,Julio,Isla de Man,147,273,0,420
2013,Julio,Islas Pitcairn/Territorio Británico de Ultramar,0,1,0,1
2013,Julio,Isla Johnston,2,0,0,2
2013,Julio,Israel,157,666,0,823
2013,Julio,Islas Aland/Provincia de Finlandia,0,1,0,1
2013,Julio,Isla Wake,4,2,0,6
2013,Julio,Italia,731,1985,0,2716
2013,Julio,Islas del Canal,1,7,0,8
2013,Julio,Jamaica,39,37,0,76
2013,Julio,Islas Salomón,1,0,0,1
2013,Julio,Japón,198,632,0,830
2013,Julio,Jordania,3,8,0,11
2013,Julio,Kazajistán,5,12,0,17
2013,Julio,Kenia,8,10,0,18
2013,Julio,Kirguistán,1,10,0,11
2013,Julio,Kuwait,0,1,0,1
2013,Julio,República de Kosovo,1,8,0,9
2013,Julio,Letonia,14,59,0,73
2013,Julio,Lituania,20,25,0,45
2013,Julio,Líbano,25,33,0,58
2013,Julio,Liechtenstein,5,5,0,10
2013,Julio,Luxemburgo,9,25,0,34
2013,Julio,Macedonia,2,11,0,13
2013,Julio,Madagascar,2,1,0,3
2013,Julio,Malasia,19,50,0,69
2013,Julio,Malta,1,4,0,5
2013,Julio,Marruecos,5,18,0,23
2013,Julio,Mauricio,1,4,0,5
2013,Julio,Mauritania,0,1,0,1
2013,Julio,México,3969,7120,0,11089
2013,Julio,Mayotte/Colectividad Territorial Francesa,0,1,0,1
2013,Julio,República de Moldavia,4,5,0,9
2013,Julio,Mónaco,1,0,0,1
2013,Julio,Mongolia,5,25,0,30
2013,Julio,Montenegro,6,7,0,13
2013,Julio,Namibia,0,1,0,1
2013,Julio,Nepal,1,1,0,2
2013,Julio,Nicaragua,88,109,0,197
2013,Julio,Nigeria,5,12,0,17
2013,Julio,Noruega,180,269,0,449
2013,Julio,Nueva Caledonia/Territorio francés,1,0,0,1
2013,Julio,Nueva Zelanda,84,129,0,213
2013,Julio,Papúa Nueva Guinea,1,1,0,2
2013,Julio,Pakistán,3,19,0,22
2013,Julio,Panamá,1069,1843,0,2912
2013,Julio,Paraguay,170,421,0,591
2013,Julio,Perú,3985,5070,0,9055
2013,Julio,Palestina,1,1,0,2
2013,Julio,Polonia,110,179,0,289
2013,Julio,Portugal,143,449,0,592
2013,Julio,Puerto Rico/Territorio de Estados Unidos,1,3,0,4
2013,Julio,Qatar,0,16,0,16
2013,Julio,Reino Unido de Gran Bretaña e Irlanda del Norte,1004,1895,0,2899
2013,Julio,República CentroÁfricana,0,2,0,2
2013,Julio,Federación de Rusia,220,372,0,592
2013,Julio,República Dominicana,343,620,0,963
2013,Julio,República Democrática Popular de Corea,0,8,0,8
2013,Julio,Rumania,55,67,0,122
2013,Julio,San Cristóbal y Nevis,1,4,0,5
2013,Julio,San  Vicente y las Granadinas,0,5,0,5
2013,Julio,Santa Lucia,3,11,0,14
2013,Julio,Santa Sede/Ciudad del Vaticano,0,3,0,3
2013,Julio,Santo Tomé y Príncipe,0,1,0,1
2013,Julio,Senegal,2,5,0,7
2013,Julio,Serbia,11,20,0,31
2013,Julio,Singapur,24,44,0,68
2013,Julio,República Árabe Siria,0,4,0,4
2013,Julio,Sri Lanka,3,10,0,13
2013,Julio,Sudáfrica,59,136,0,195
2013,Julio,Suecia,167,323,0,490
2013,Julio,Suiza,737,1097,0,1834
2013,Julio,Surinam,8,33,0,41
2013,Julio,Taiwán,100,146,0,246
2013,Julio,República de Tayikistán,0,1,0,1
2013,Julio,Tailandia,18,30,0,48
2013,Julio,Tíbet/Región Autónoma de China,2,1,0,3
2013,Julio,Territorio Antártico Británico/Territorio Británico de Ultramar,4,5,0,9
2013,Julio,Tanzania,0,2,0,2
2013,Julio,República Democrática de Timor Oriental,0,1,0,1
2013,Julio,Trinidad y Tobago,102,138,0,240
2013,Julio,Túnez,7,13,0,20
2013,Julio,Turkmenistán,0,13,0,13
2013,Julio,Turquía,38,127,0,165
2013,Julio,Ucrania,88,131,0,219
2013,Julio,Uganda,4,10,0,14
2013,Julio,Uruguay,316,546,0,862
2013,Julio,Venezuela,10132,12499,0,22631
2013,Julio,Vietnam,10,24,0,34
2013,Julio,Zambia,0,1,0,1
2013,Julio,Zimbabue,1,1,0,2
2013,Julio,Desconocido,0,1,0,1
2013,Agosto,Albania,3,5,0,8
2013,Agosto,Alemania,1879,2572,0,4451
2013,Agosto,Andorra,3,15,0,18
2013,Agosto,Angola,1,1,0,2
2013,Agosto,Antigua y Barbuda,1,4,0,5
2013,Agosto,Países Bajos,881,1380,0,2261
2013,Agosto,Arabia Saudita,0,5,0,5
2013,Agosto,Argelia,1,2,0,3
2013,Agosto,Argentina,4400,5984,0,10384
2013,Agosto,República de Armenia,1,2,0,3
2013,Agosto,Aruba,4,4,0,8
2013,Agosto,Australia,331,533,0,864
2013,Agosto,Austria,179,265,0,444
2013,Agosto,Azerbaiyán,0,2,0,2
2013,Agosto,Bahamas,8,16,0,24
2013,Agosto,Bangladesh,1,2,0,3
2013,Agosto,Barbados,8,14,0,22
2013,Agosto,República de Belarús,3,2,0,5
2013,Agosto,Bélgica,174,355,0,529
2013,Agosto,Belice,11,18,0,29
2013,Agosto,Bermudas/Territorio Británico de Ultramar,0,3,0,3
2013,Agosto,Bolivia,383,515,0,898
2013,Agosto,Bosnia y Herzegovina,4,0,0,4
2013,Agosto,Botsuana,1,0,0,1
2013,Agosto,Brasil,3137,4716,0,7853
2013,Agosto,Bulgaria,10,18,0,28
2013,Agosto,Burkina Faso,0,1,0,1
2013,Agosto,Burundi,1,4,0,5
2013,Agosto,Bután,1,0,0,1
2013,Agosto,Islas Caimán/Territorio Británico de Ultramar,4,2,0,6
2013,Agosto,Camboya,3,4,0,7
2013,Agosto,Canadá,1100,1818,0,2918
2013,Agosto,España,3122,5953,0,9075
2013,Agosto,República Democrática del Congo,5,6,0,11
2013,Agosto,República de Corea,271,491,0,762
2013,Agosto,Costa de Marfil,0,1,0,1
2013,Agosto,Costa Rica,1009,1400,0,2409
2013,Agosto,Croacia,10,25,0,35
2013,Agosto,Cuba,167,339,0,506
2013,Agosto,Curazao,7,3,0,10
2013,Agosto,República Checa,29,46,0,75
2013,Agosto,Chile,3395,4557,0,7952
2013,Agosto,China,189,427,0,616
2013,Agosto,Chipre,0,5,0,5
2013,Agosto,Dinamarca,62,125,0,187
2013,Agosto,Dominica,1,3,0,4
2013,Agosto,Ecuador,4718,6312,0,11030
2013,Agosto,Egipto,6,15,0,21
2013,Agosto,El Salvador,726,934,0,1660
2013,Agosto,Emiratos Árabes,1,10,0,11
2013,Agosto,Eslovaquia,17,18,0,35
2013,Agosto,Eslovenia,20,18,0,38
2013,Agosto,Estados Unidos de América,11403,20544,0,31947
2013,Agosto,Estonia,5,6,0,11
2013,Agosto,Etiopia,2,6,0,8
2013,Agosto,Islas Fiji,1,0,0,1
2013,Agosto,Filipinas,19,214,0,233
2013,Agosto,Finlandia,32,67,0,99
2013,Agosto,Francia,1634,2786,0,4420
2013,Agosto,Gabón,2,2,0,4
2013,Agosto,Georgia,4,1,0,5
2013,Agosto,Ghana,3,4,0,7
2013,Agosto,Granada,0,2,0,2
2013,Agosto,Grecia,34,61,0,95
2013,Agosto,Guatemala,306,720,0,1026
2013,Agosto,Guyana,5,14,0,19
2013,Agosto,Guinea,0,1,0,1
2013,Agosto,Guinea Bissau,0,1,0,1
2013,Agosto,Guayana Francesa/Departamento de Ultramar Francés,0,1,0,1
2013,Agosto,Haití,6,16,0,22
2013,Agosto,Honduras,258,350,0,608
2013,Agosto,Hong Kong,0,1,0,1
2013,Agosto,Hungría,24,28,0,52
2013,Agosto,India,73,332,0,405
2013,Agosto,Indonesia,20,25,0,45
2013,Agosto,Iraq,2,19,0,21
2013,Agosto,Irán,9,12,0,21
2013,Agosto,República de Irlanda,110,175,0,285
2013,Agosto,Islandia,5,2,0,7
2013,Agosto,Isla de Man,86,177,0,263
2013,Agosto,Isla Johnston,1,1,0,2
2013,Agosto,Israel,171,589,0,760
2013,Agosto,Islas Aland/Provincia de Finlandia,1,0,0,1
2013,Agosto,Isla Wake,2,1,0,3
2013,Agosto,Italia,873,2251,0,3124
2013,Agosto,Islas del Canal,2,8,0,10
2013,Agosto,Jamaica,24,43,0,67
2013,Agosto,Japón,173,560,0,733
2013,Agosto,Jordania,1,2,0,3
2013,Agosto,Kazajistán,1,0,0,1
2013,Agosto,Kenia,6,10,0,16
2013,Agosto,Kirguistán,1,1,0,2
2013,Agosto,Kuwait,0,2,0,2
2013,Agosto,República Democrática Popular  Lao,2,2,0,4
2013,Agosto,Letonia,6,4,0,10
2013,Agosto,Lituania,10,7,0,17
2013,Agosto,Líbano,15,35,0,50
2013,Agosto,Liberia,1,0,0,1
2013,Agosto,Libia,2,0,0,2
2013,Agosto,Liechtenstein,1,1,0,2
2013,Agosto,Luxemburgo,7,16,0,23
2013,Agosto,Macedonia,2,2,0,4
2013,Agosto,Madagascar,0,1,0,1
2013,Agosto,Malasia,13,20,0,33
2013,Agosto,Malawi,0,1,0,1
2013,Agosto,Maldivas,0,1,0,1
2013,Agosto,Malta,3,1,0,4
2013,Agosto,Marruecos,2,8,0,10
2013,Agosto,Mauritania,0,2,0,2
2013,Agosto,México,3144,6510,0,9654
2013,Agosto,Mayotte/Colectividad Territorial Francesa,0,1,0,1
2013,Agosto,Mónaco,4,4,0,8
2013,Agosto,Mongolia,0,1,0,1
2013,Agosto,Montenegro,1,0,0,1
2013,Agosto,Mozambique,0,1,0,1
2013,Agosto,Myanmar,2,3,0,5
2013,Agosto,Namibia,0,1,0,1
2013,Agosto,Nepal,1,1,0,2
2013,Agosto,Nicaragua,66,138,0,204
2013,Agosto,Nigeria,1,8,0,9
2013,Agosto,Noruega,53,111,0,164
2013,Agosto,Nueva Zelanda,66,117,0,183
2013,Agosto,Papúa Nueva Guinea,0,1,0,1
2013,Agosto,Pakistán,4,13,0,17
2013,Agosto,Panamá,1097,1877,0,2974
2013,Agosto,Paraguay,117,175,0,292
2013,Agosto,Perú,4183,5447,0,9630
2013,Agosto,Palestina,2,1,0,3
2013,Agosto,Polonia,106,126,0,232
2013,Agosto,Portugal,134,363,0,497
2013,Agosto,Puerto Rico/Territorio de Estados Unidos,1,1,0,2
2013,Agosto,Qatar,0,1,0,1
2013,Agosto,Reino Unido de Gran Bretaña e Irlanda del Norte,774,1533,0,2307
2013,Agosto,Federación de Rusia,134,155,0,289
2013,Agosto,República Dominicana,386,645,0,1031
2013,Agosto,Rumania,30,62,0,92
2013,Agosto,Rwanda,2,1,0,3
2013,Agosto,San Cristóbal y Nevis,2,12,0,14
2013,Agosto,San  Vicente y las Granadinas,1,5,0,6
2013,Agosto,Santa Lucia,3,1,0,4
2013,Agosto,Santa Sede/Ciudad del Vaticano,0,2,0,2
2013,Agosto,Senegal,0,5,0,5
2013,Agosto,Serbia,7,9,0,16
2013,Agosto,Singapur,8,28,0,36
2013,Agosto,República Árabe Siria,1,8,0,9
2013,Agosto,Sri Lanka,0,3,0,3
2013,Agosto,Sudáfrica,47,100,0,147
2013,Agosto,Sudán,0,1,0,1
2013,Agosto,Suecia,117,188,0,305
2013,Agosto,Suiza,365,555,0,920
2013,Agosto,Surinam,46,27,0,73
2013,Agosto,Taiwán,71,93,0,164
2013,Agosto,Tailandia,6,11,0,17
2013,Agosto,Territorio Antártico Británico/Territorio Británico de Ultramar,1,4,0,5
2013,Agosto,Trinidad y Tobago,35,69,0,104
2013,Agosto,Túnez,2,5,0,7
2013,Agosto,Turquía,34,79,0,113
2013,Agosto,Ucrania,18,40,0,58
2013,Agosto,Uganda,6,4,0,10
2013,Agosto,Uruguay,326,533,0,859
2013,Agosto,Uzbekistán,2,0,0,2
2013,Agosto,Venezuela,11545,13005,0,24550
2013,Agosto,Vietnam,1,8,0,9
2013,Agosto,Islas Vírgenes Británicas/Territorio Británico de Ultramar,0,1,0,1
2013,Agosto,República Árabe de Yemen,1,0,0,1
2013,Agosto,Zambia,1,1,0,2
2013,Agosto,Zimbabue,0,3,0,3
2013,Agosto,Anguila/Territorio Británico de Ultramar,0,1,0,1
2013,Agosto,Desconocido,0,1,0,1
2013,Septiembre,Albania,2,4,0,6
2013,Septiembre,Alemania,1243,2047,0,3290
2013,Septiembre,Andorra,1,5,0,6
2013,Septiembre,Antigua y Barbuda,4,9,0,13
2013,Septiembre,Países Bajos,819,1464,0,2283
2013,Septiembre,Arabia Saudita,0,14,0,14
2013,Septiembre,Argelia,1,3,0,4
2013,Septiembre,Argentina,4355,5669,0,10024
2013,Septiembre,República de Armenia,1,1,0,2
2013,Septiembre,Aruba,2,0,0,2
2013,Septiembre,Australia,278,508,0,786
2013,Septiembre,Austria,87,212,0,299
2013,Septiembre,Azerbaiyán,1,0,0,1
2013,Septiembre,Bahamas,4,15,0,19
2013,Septiembre,Bangladesh,1,6,0,7
2013,Septiembre,Barbados,11,20,0,31
2013,Septiembre,República de Belarús,2,7,0,9
2013,Septiembre,Bélgica,134,373,0,507
2013,Septiembre,Belice,4,27,0,31
2013,Septiembre,Benín,1,0,0,1
2013,Septiembre,Bermudas/Territorio Británico de Ultramar,0,3,0,3
2013,Septiembre,Bolivia,367,532,0,899
2013,Septiembre,Botsuana,1,2,0,3
2013,Septiembre,Brasil,3651,5250,0,8901
2013,Septiembre,Bulgaria,10,14,0,24
2013,Septiembre,Burkina Faso,2,9,0,11
2013,Septiembre,Islas Caimán/Territorio Británico de Ultramar,1,0,0,1
2013,Septiembre,Camerún,0,6,0,6
2013,Septiembre,Canadá,650,1561,0,2211
2013,Septiembre,Chad,0,2,0,2
2013,Septiembre,España,2279,6113,0,8392
2013,Septiembre,República Democrática del Congo,1,2,0,3
2013,Septiembre,República de Corea,126,408,0,534
2013,Septiembre,Costa de Marfil,1,7,0,8
2013,Septiembre,Costa Rica,949,1422,0,2371
2013,Septiembre,Croacia,6,30,0,36
2013,Septiembre,Cuba,120,266,0,386
2013,Septiembre,Curazao,2,4,0,6
2013,Septiembre,República Checa,33,48,0,81
2013,Septiembre,Chile,3516,4472,0,7988
2013,Septiembre,China,128,384,0,512
2013,Septiembre,Chipre,2,3,0,5
2013,Septiembre,Dinamarca,43,125,0,168
2013,Septiembre,Dominica,5,5,0,10
2013,Septiembre,Ecuador,3977,6571,0,10548
2013,Septiembre,Egipto,3,25,0,28
2013,Septiembre,El Salvador,535,865,0,1400
2013,Septiembre,Emiratos Árabes,1,9,0,10
2013,Septiembre,Eslovaquia,12,22,0,34
2013,Septiembre,Eslovenia,5,23,0,28
2013,Septiembre,Estados Unidos de América,6652,15413,0,22065
2013,Septiembre,Estonia,5,5,0,10
2013,Septiembre,Etiopia,3,7,0,10
2013,Septiembre,Filipinas,25,262,0,287
2013,Septiembre,Finlandia,28,65,0,93
2013,Septiembre,Francia,812,1776,0,2588
2013,Septiembre,Gabón,1,4,0,5
2013,Septiembre,Georgia,1,1,0,2
2013,Septiembre,Ghana,1,7,0,8
2013,Septiembre,Gibraltar/Territorio Británico de Ultramar,1,0,0,1
2013,Septiembre,Granada,5,2,0,7
2013,Septiembre,Grecia,26,70,0,96
2013,Septiembre,Guatemala,326,734,0,1060
2013,Septiembre,Guyana,13,20,0,33
2013,Septiembre,Guinea Ecuatorial,1,1,0,2
2013,Septiembre,Haití,11,37,0,48
2013,Septiembre,Honduras,230,347,0,577
2013,Septiembre,Hong Kong,0,1,0,1
2013,Septiembre,Hungría,23,34,0,57
2013,Septiembre,India,35,256,0,291
2013,Septiembre,Indonesia,10,38,0,48
2013,Septiembre,Iraq,0,1,0,1
2013,Septiembre,Irán,4,8,0,12
2013,Septiembre,República de Irlanda,87,179,0,266
2013,Septiembre,Islandia,2,34,0,36
2013,Septiembre,Isla de Man,41,88,0,129
2013,Septiembre,Isla Johnston,0,2,0,2
2013,Septiembre,Israel,104,426,0,530
2013,Septiembre,Italia,448,1655,0,2103
2013,Septiembre,Islas del Canal,1,7,0,8
2013,Septiembre,Jamaica,20,45,0,65
2013,Septiembre,Japón,135,500,0,635
2013,Septiembre,Jordania,0,5,0,5
2013,Septiembre,Kazajistán,4,6,0,10
2013,Septiembre,Kenia,9,17,0,26
2013,Septiembre,Kirguistán,0,1,0,1
2013,Septiembre,Kuwait,0,6,0,6
2013,Septiembre,República de Kosovo,1,0,0,1
2013,Septiembre,Letonia,9,9,0,18
2013,Septiembre,Lituania,18,12,0,30
2013,Septiembre,Líbano,25,35,0,60
2013,Septiembre,Liberia,1,0,0,1
2013,Septiembre,Liechtenstein,3,2,0,5
2013,Septiembre,Luxemburgo,3,9,0,12
2013,Septiembre,Macedonia,1,1,0,2
2013,Septiembre,Madagascar,0,1,0,1
2013,Septiembre,Malasia,13,28,0,41
2013,Septiembre,Malawi,1,2,0,3
2013,Septiembre,Malí,2,2,0,4
2013,Septiembre,Malta,4,2,0,6
2013,Septiembre,Marruecos,7,8,0,15
2013,Septiembre,Mauricio,1,0,0,1
2013,Septiembre,Mauritania,3,1,0,4
2013,Septiembre,México,2888,6164,0,9052
2013,Septiembre,República de Moldavia,4,0,0,4
2013,Septiembre,Mongolia,2,0,0,2
2013,Septiembre,Mozambique,2,3,0,5
2013,Septiembre,Namibia,2,5,0,7
2013,Septiembre,Nepal,0,3,0,3
2013,Septiembre,Nicaragua,77,131,0,208
2013,Septiembre,Nigeria,3,20,0,23
2013,Septiembre,Níger,0,5,0,5
2013,Septiembre,Noruega,40,120,0,160
2013,Septiembre,Nueva Zelanda,35,98,0,133
2013,Septiembre,Omán,0,1,0,1
2013,Septiembre,Pakistán,0,11,0,11
2013,Septiembre,Panamá,1171,1692,0,2863
2013,Septiembre,Paraguay,135,200,0,335
2013,Septiembre,Perú,3486,4744,0,8230
2013,Septiembre,Palestina,0,1,0,1
2013,Septiembre,Polonia,71,121,0,192
2013,Septiembre,Portugal,103,380,0,483
2013,Septiembre,Qatar,0,2,0,2
2013,Septiembre,Reino Unido de Gran Bretaña e Irlanda del Norte,577,1545,0,2122
2013,Septiembre,República CentroÁfricana,5,1,0,6
2013,Septiembre,Federación de Rusia,167,223,0,390
2013,Septiembre,República Dominicana,353,598,0,951
2013,Septiembre,República Democrática Popular de Corea,0,1,0,1
2013,Septiembre,Rumania,37,59,0,96
2013,Septiembre,San Cristóbal y Nevis,3,9,0,12
2013,Septiembre,San  Vicente y las Granadinas,2,4,0,6
2013,Septiembre,Santa Lucia,4,9,0,13
2013,Septiembre,Senegal,3,8,0,11
2013,Septiembre,Serbia,4,3,0,7
2013,Septiembre,Seychelles,1,0,0,1
2013,Septiembre,Singapur,10,27,0,37
2013,Septiembre,República Árabe Siria,1,0,0,1
2013,Septiembre,Sri Lanka,2,2,0,4
2013,Septiembre,Sudáfrica,42,85,0,127
2013,Septiembre,Sudán,1,2,0,3
2013,Septiembre,Suecia,114,212,0,326
2013,Septiembre,Suiza,268,533,0,801
2013,Septiembre,Surinam,26,35,0,61
2013,Septiembre,Taiwán,38,71,0,109
2013,Septiembre,Tailandia,4,8,0,12
2013,Septiembre,Territorio Antártico Británico/Territorio Británico de Ultramar,1,2,0,3
2013,Septiembre,Tanzania,3,6,0,9
2013,Septiembre,Togo,0,4,0,4
2013,Septiembre,Trinidad y Tobago,79,86,0,165
2013,Septiembre,Túnez,1,2,0,3
2013,Septiembre,Turkmenistán,1,0,0,1
2013,Septiembre,Turquía,27,167,0,194
2013,Septiembre,Ucrania,21,73,0,94
2013,Septiembre,Uganda,7,9,0,16
2013,Septiembre,Uruguay,327,543,0,870
2013,Septiembre,Uzbekistán,0,3,0,3
2013,Septiembre,Venezuela,8956,11128,0,20084
2013,Septiembre,Vietnam,6,20,0,26
2013,Septiembre,Islas Vírgenes Británicas/Territorio Británico de Ultramar,1,0,0,1
2013,Septiembre,Yugoslavia,1,0,0,1
2013,Septiembre,Zambia,1,7,0,8
2013,Septiembre,Zimbabue,3,5,0,8
2013,Septiembre,Desconocido,4,24,0,28
2013,Octubre,Afganistán,2,2,0,4
2013,Octubre,Albania,0,2,0,2
2013,Octubre,Alemania,1330,2271,0,3601
2013,Octubre,Andorra,2,17,0,19
2013,Octubre,Angola,3,31,0,34
2013,Octubre,Antigua y Barbuda,2,9,0,11
2013,Octubre,Países Bajos,1072,1700,0,2772
2013,Octubre,Arabia Saudita,0,10,0,10
2013,Octubre,Argelia,0,10,0,10
2013,Octubre,Argentina,4056,5546,0,9602
2013,Octubre,República de Armenia,0,2,0,2
2013,Octubre,Aruba,1,3,0,4
2013,Octubre,Australia,280,510,0,790
2013,Octubre,Austria,94,219,0,313
2013,Octubre,Azerbaiyán,2,4,0,6
2013,Octubre,Bahamas,4,10,0,14
2013,Octubre,Bahréin,0,5,0,5
2013,Octubre,Bangladesh,0,4,0,4
2013,Octubre,Barbados,4,17,0,21
2013,Octubre,República de Belarús,2,5,0,7
2013,Octubre,Bélgica,153,407,0,560
2013,Octubre,Belice,5,15,0,20
2013,Octubre,Benín,2,2,0,4
2013,Octubre,Bermudas/Territorio Británico de Ultramar,1,3,0,4
2013,Octubre,Bolivia,334,524,0,858
2013,Octubre,Bosnia y Herzegovina,2,1,0,3
2013,Octubre,Botsuana,0,5,0,5
2013,Octubre,Brasil,3440,5002,0,8442
2013,Octubre,Brunei Darussalam,0,5,0,5
2013,Octubre,Bulgaria,11,22,0,33
2013,Octubre,Burkina Faso,0,2,0,2
2013,Octubre,Burundi,0,3,0,3
2013,Octubre,Bután,0,2,0,2
2013,Octubre,Cabo Verde,1,0,0,1
2013,Octubre,Islas Caimán/Territorio Británico de Ultramar,2,1,0,3
2013,Octubre,Camboya,0,1,0,1
2013,Octubre,Camerún,4,9,0,13
2013,Octubre,Canadá,757,1562,0,2319
2013,Octubre,Chad,0,1,0,1
2013,Octubre,España,2377,6318,0,8695
2013,Octubre,República Del Congo,0,2,0,2
2013,Octubre,Comoras,0,2,0,2
2013,Octubre,República Democrática del Congo,4,19,0,23
2013,Octubre,República de Corea,147,483,0,630
2013,Octubre,Costa de Marfil,1,6,0,7
2013,Octubre,Costa Rica,619,1093,0,1712
2013,Octubre,Croacia,3,47,0,50
2013,Octubre,Cuba,147,279,0,426
2013,Octubre,Curazao,0,2,0,2
2013,Octubre,República Checa,41,63,0,104
2013,Octubre,Chile,3315,5643,0,8958
2013,Octubre,China,167,498,0,665
2013,Octubre,Chipre,1,4,0,5
2013,Octubre,Dinamarca,51,125,0,176
2013,Octubre,Dominica,2,5,0,7
2013,Octubre,Ecuador,4388,6377,0,10765
2013,Octubre,Egipto,5,16,0,21
2013,Octubre,El Salvador,593,983,0,1576
2013,Octubre,Emiratos Árabes,3,12,0,15
2013,Octubre,Eslovaquia,10,25,0,35
2013,Octubre,Eslovenia,13,23,0,36
2013,Octubre,Estados Unidos de América,7135,15596,0,22731
2013,Octubre,Estonia,4,9,0,13
2013,Octubre,Etiopia,1,12,0,13
2013,Octubre,Islas Fiji,1,6,0,7
2013,Octubre,Filipinas,27,262,0,289
2013,Octubre,Finlandia,36,71,0,107
2013,Octubre,Francia,1005,2078,0,3083
2013,Octubre,Gabón,0,3,0,3
2013,Octubre,Georgia,1,6,0,7
2013,Octubre,Ghana,0,5,0,5
2013,Octubre,Granada,0,1,0,1
2013,Octubre,Grecia,22,71,0,93
2013,Octubre,Guatemala,337,713,0,1050
2013,Octubre,Guyana,5,14,0,19
2013,Octubre,Guinea,0,4,0,4
2013,Octubre,Guinea Ecuatorial,1,0,0,1
